item_id,category,name,subtype,rarity,attunement,consumable,source,heliana_n,heliana_recipes,notes,rarity_norm,category_norm,attunement_norm,source_ref,power_band
stormgirdle,Wondrous Item,Stormgirdle,,Legendary,Required,False,EGtW,0,,A stormgirdle is a wide belt made of thick leather branded with the symbol of Kord. The girdle’s clasps are made from dragon ivory.,legendary,wondrous,yes,EGtW,5
verminshroud,Wondrous Item,Verminshroud,,Legendary,Required,False,EGtW,0,,This patchy cloak was pieced together from the pelts of rats found feasting on the dead in Blightshore and is dotted with the bloated corpses of magically preserved insects along its seams.,legendary,wondrous,yes,EGtW,5
wreath_of_the_prism,Wondrous Item,Wreath of the Prism,,Legendary,Required,False,EGtW,0,,This loop of golden thorns is inset with dozens of gems representing the five colors of Tiamat.,legendary,wondrous,yes,EGtW,5
blade_of_broken_mirrors,Weapon,Blade of Broken Mirrors,dagger,Artifact,Required,False,EGtW,0,,"A weapon of Tharizdun, this dagger is a piece of jagged stone whose blade is scribed with a maze-like pattern with no beginning or end.",artifact,weapon,yes,EGtW,5
grovelthrash,Weapon,Grovelthrash,warhammer,Artifact,Required,False,EGtW,0,,"Crafted from a single piece of obsidian, this warhammer of Torog hums with magical energy and is carved with the images of faces screaming in pain.",artifact,weapon,yes,EGtW,5
lash_of_shadows,Weapon,Lash of Shadows,whip,Artifact,Required,False,EGtW,0,,This snakeskin whip is touched by the power of Zehir and ends in five animated serpent heads.,artifact,weapon,yes,EGtW,5
mace_of_the_black_crown,Weapon,Mace of the Black Crown,mace,Artifact,Required,False,EGtW,0,,"This mace has a haft of black iron and a ruby head with a fiendish countenance. Carrying the boon of Asmodeus, it is fit for the most powerful servants of the Nine Hells.",artifact,weapon,yes,EGtW,5
ruin_s_wake,Weapon,Ruin’s Wake,spear,Artifact,Required,False,EGtW,0,,This spear is made from the ivory bone of an ancient gold dragon and carved with an Orc hymn to Gruumsh.,artifact,weapon,yes,EGtW,5
silken_spite,Weapon,Silken Spite,rapier,Artifact,Required,False,EGtW,0,,"The blade of this rapier is made of spider silk. Its onyx pommel is tipped with a ruby cut in the shape of a spider, and the blade carries the blessing of Lolth.",artifact,weapon,yes,EGtW,5
the_bloody_end,Weapon,The Bloody End,morningstar,Artifact,Required,False,EGtW,0,,"Carrying the power of Bane, this adamantine morningstar sports foot-long spikes and has a jagged blade on its pommel.",artifact,weapon,yes,EGtW,5
will_of_the_talon,Weapon,Will of the Talon,war pick,Artifact,Required,False,EGtW,0,,"Black, blue, green, red, and white gems carved in the form of dragon heads cover this ostentatious gold war pick, marking it as a weapon channeling the power of Tiamat.",artifact,weapon,yes,EGtW,5
abracadabrus,Wondrous Item,Abracadabrus,,Very Rare,,False,IDRotF,0,,"An abracadabrus is an ornate, gemstone-studded wooden chest that weighs 25 pounds while empty. Its interior compartment is a cube measuring 1½ feet on a side.",very rare,wondrous,no,IDRotF,4
cauldron_of_plenty,Wondrous Item,Cauldron of Plenty,,Rare,,False,IDRotF,0,,"This cauldron is made of thick copper that has turned green with age. It is 4 feet wide, has a mouth 3½ feet in diameter, weighs 50 pounds, and can hold up to 30 gallons of liquid. Embossed on its bulging sides are images of satyrs and nymphs in repose, holding ladles. The cauldron comes with a lid ",rare,wondrous,no,IDRotF,3
hook_of_fisher_s_delight,Wondrous Item,Hook of Fisher’s Delight,,Rare,,False,IDRotF,0,,"This tiny silver fishhook has a little gold feather attached to it. For it to function, the feathered hook must be tied to the end of a fishing line and immersed in enough water to fill at least a 10-foot cube. At the end of each uninterrupted hour of immersion, roll a d6. On a 6, a floppy, 6-inch-l",rare,wondrous,no,IDRotF,3
lantern_of_tracking,Wondrous Item,Lantern of Tracking,,Common,,False,IDRotF,0,,"This hooded lantern burns for 6 hours on 1 pint of oil, shedding bright light in a 30-foot radius and dim light for an additional 30 feet.",common,wondrous,no,IDRotF,1
professor_orb,Wondrous Item,Professor Orb,,Rare,,False,IDRotF,0,,A professor orb is a smooth 5-pound sphere of smoky gray quartz about the size of a grapefruit. Close examination reveals two or more pinpricks of silver light coming from deep inside the sphere.,rare,wondrous,no,IDRotF,3
scroll_of_tarrasque_summoning,Scroll,Scroll of Tarrasque Summoning,,Legendary,,True,IDRotF,0,,Using an action to read the scroll causes the tarrasque (see the creature’s entry in the Monster Manual) to appear in an unoccupied space you can see within 1 mile of you. The tarrasque disappears when it drops to 0 hit points and is hostile toward all creatures other than itself.,legendary,scroll,no,IDRotF,3
scroll_of_the_comet,Scroll,Scroll of the Comet,,Legendary,,True,IDRotF,0,,"By using an action to read the scroll, you cause a comet to fall from the sky and crash to the ground at a point you can see up to 1 mile away from you. You must be outdoors when you use the scroll, or nothing happens and the scroll is wasted.",legendary,scroll,no,IDRotF,3
thermal_cube,Wondrous Item,Thermal Cube,,Common,,False,IDRotF,0,,This 3-inch cube of solid brimstone generates enough dry heat to keep the temperature within 15 feet of it at 95 degrees Fahrenheit (35 degrees Celsius).,common,wondrous,no,IDRotF,1
ythryn_mythallar,Wondrous Item,Ythryn Mythallar,,Legendary,Required,False,IDRotF,0,,"A mythallar looks like an enormous crystal ball held in an ornate cradle. The globe sheds bright light in a 300-foot radius and dim light for an additional 300 feet. The globe draws magic from the Weave that can be harnessed for various purposes. For example, Netherese mages used mythallars to keep ",legendary,wondrous,yes,IDRotF,5
charm_of_plant_command,Wondrous Item,Charm of Plant Command,,Rare,Required,False,GoS,0,,"This fist-sized charm is made from a bundle of dried plant stems wrapped in silver thread. Hung on a leather thong, it is typically worn around the neck or attached to a belt.",rare,wondrous,yes,GoS,3
cursed_luckstone,Wondrous Item,Cursed Luckstone,,Uncommon,Required,False,GoS,0,,"This flat, gray-and-black river stone is inscribed with an unknown arcane symbol and feels cool to the touch. While carrying the stone, you can gain advantage on one ability check of your choice. The stone can’t be used this way again until the next dawn.",uncommon,wondrous,yes,GoS,2
helm_of_underwater_action,Wondrous Item,Helm of Underwater Action,,Uncommon,Required,False,GoS,0,,"While wearing this brass helmet, you can breathe underwater, you gain darkvision with a range of 60 feet, and you gain a swimming speed of 30 feet.",uncommon,wondrous,yes,GoS,2
pipe_of_remembrance,Wondrous Item,Pipe of Remembrance,,Common,,False,GoS,0,,"This long, delicate wooden pipe features a bowl made from smooth river stone. When the pipe is lit, smoke exhaled from it does not dissipate, instead lingering around the bearer. After 10 minutes, the smoke forms moving shapes that reenact the bearer’s most impressive and heroic achievements for 5 m",common,wondrous,no,GoS,1
pressure_capsule,Wondrous Item,Pressure Capsule,,Common,,False,GoS,0,,This small capsule is made of beeswax blended with sand and a variety of enchanted water plants. A creature who consumes a pressure capsule ignores the effects of swimming at depths greater than 100 feet (see “Unusual Environments” in chapter 5 of the Dungeon Master’s Guide).,common,wondrous,no,GoS,1
sekolahian_worshiping_statuette,Wondrous Item,Sekolahian Worshiping Statuette,,Common,,False,GoS,0,,"Skillfully carved from sandstone, this 1-foot-tall statuette depicts a shark twisting through the water with its mouth open. If any Tiny sea-dwelling animal is within 1 inch of the statuette’s mouth, the shark flashes to life and deals 1 piercing damage to it. The shark can deal damage in this way n",common,wondrous,no,GoS,1
adze_of_annam,Weapon,Adze of Annam,Greataxe,Artifact,Required,False,BPGotG,0,,Isabel Gibney,artifact,weapon,yes,BPGotG,5
armor_of_safeguarding,Armor,Armor of Safeguarding,Heavy,Very Rare,Required,False,BPGotG,0,,Set in the center of this armor’s chest is a citrine engraved with the shield rune.,very rare,armor,yes,BPGotG,4
bigby_s_beneficent_bracelet,Wondrous Item,Bigby’s Beneficent Bracelet,,Artifact,Required,False,BPGotG,0,,Isabel Gibney,artifact,wondrous,yes,BPGotG,5
bloodshed_blade,Weapon,Bloodshed Blade,Any Sword,Very Rare,Required,False,BPGotG,0,,The hilt of this sword bears a carnelian engraved with the blood rune.,very rare,weapon,yes,BPGotG,4
crown_of_the_wrath_bringer,Wondrous Item,Crown of the Wrath Bringer,,Rare,Required,False,BPGotG,0,,"This jagged iron circlet bears ornaments in the shape of the enemy rune. When worn, the crown glows with pale light as it draws upon the wearer’s fury to strike opponents with vicious terror.",rare,wondrous,yes,BPGotG,3
delver_s_claws,Wondrous Item,Delver’s Claws,,Rare,Required,False,BPGotG,0,,The back of this weatherworn leather glove is adorned with three large metal hooks shaped like a mole’s claws. Stitched into the glove’s palm is the mountain rune.,rare,wondrous,yes,BPGotG,3
glowrune_pigment,Wondrous Item,Glowrune Pigment,,Rare,,False,BPGotG,0,,This set of 1d4 + 2 small paint pots contains pigments mixed from crushed luminescent gemstones. This magical paint bestows temporary magical gifts on creatures with runes drawn on their skin with this paint.,rare,wondrous,no,BPGotG,3
harp_of_gilded_plenty,Wondrous Item,Harp of Gilded Plenty,,Legendary,Required,False,BPGotG,0,,"This golden harp is sculpted in the image of the god Iallanis, depicted as a young cloud giant woman. When a creature comes within 5 feet of the harp, the instrument animates and is capable of speaking, singing, and playing by itself.",legendary,wondrous,yes,BPGotG,5
helm_of_perfect_potential,Wondrous Item,Helm of Perfect Potential,,Artifact,Required,False,BPGotG,0,,"This copper-hued helm contains a shard of the Elemental Chaos embedded in its forehead, surrounded by a motif of a rising sun. Legend says Annam fashioned this helm for his daughter Diancastra to hold the fragment of chaos she used to prove her worth to her father.",artifact,wondrous,yes,BPGotG,5
lash_of_immolation,Weapon,Lash of Immolation,Whip,Rare,,False,BPGotG,0,,"The handle of this dark leather whip bears the fire rune, and embers dance around the whip’s tail.",rare,weapon,no,BPGotG,3
longbow_of_the_healing_hearth,Weapon,Longbow of the Healing Hearth,Longbow,Legendary,Required,False,BPGotG,0,,"This ivory longbow is inscribed with a prayer to the god Hiatea, the runes of which are entwined with gilded engravings of wheat stalks and deer antlers.",legendary,weapon,yes,BPGotG,5
lucent_destroyer,Weapon,Lucent Destroyer,Musket,Very Rare,Required,False,BPGotG,0,,"This magic weapon is a triple-barreled bronze musket. You gain a +1 bonus to attack and damage rolls made with it. It requires no ammunition, its damage is radiant instead of piercing, and it doesn’t have the loading property. The base of the weapon is emblazoned with the light rune.",very rare,weapon,yes,BPGotG,4
mistral_mantle,Wondrous Item,Mistral Mantle,,Very Rare,Required,False,BPGotG,0,,"This thick, fur-lined cloak has the frost rune stitched on the hem in silvery blue thread. Frigid wind swirls around the cloak, regardless of the weather.",very rare,wondrous,yes,BPGotG,4
nimbus_coronet,Wondrous Item,Nimbus Coronet,,Very Rare,Required,False,BPGotG,0,,"The design of this bronze circlet resembles swirling clouds. At its center is set a deep-blue stone, upon which is inscribed the cloud rune.",very rare,wondrous,yes,BPGotG,4
orb_of_skoraeus,Wondrous Item,Orb of Skoraeus,,Legendary,Required,False,BPGotG,0,,"Said to be infused with the wisdom and power of the god Skoraeus, this polished stone orb is veined with iridescent crystal that seems to glow from within. The orb is 8 inches in diameter and weighs 8 pounds, making it a palm-sized trinket for a stone giant but a more unwieldy item for a Medium crea",legendary,wondrous,yes,BPGotG,5
reaper_s_scream,Weapon,Reaper’s Scream,Morningstar,Legendary,Required,False,BPGotG,0,,"The spikes of this iron morningstar glow with sickly, pale light. The death rune is inscribed on its shaft and inlaid with pearl.",legendary,weapon,yes,BPGotG,5
ring_of_amity,Ring,Ring of Amity,,Very Rare,Required,False,BPGotG,0,,This ring is carved from hematite and bears an engraving of the friend rune.,very rare,ring,yes,BPGotG,4
sanctum_amulet,Wondrous Item,Sanctum Amulet,,Very Rare,Required,False,BPGotG,0,,A black opal pendant hangs at the base of this pearlescent chain. The sacred rune is inscribed on the back of the pendant.,very rare,wondrous,yes,BPGotG,4
shield_of_the_blazing_dreadnought,Armor,Shield of the Blazing Dreadnought,Shield,Legendary,Required,False,BPGotG,0,,"Modeled after the formidable spiked tower shields wielded by some fire giants, this iron shield emanates a constant warmth.",legendary,shield,yes,BPGotG,5
