item_id,name,category,subtype,rarity,attunement,consumable,source,allowed,notes,att_detail,rarity_norm,category_norm,attunement_norm,source_ref,power_band
battering_shield,Battering Shield,Armor,shield,Rare,Required,False,EGtW,True,"While holding this iron tower shield, you gain a +1 bonus to AC. This bonus is in addition to the shield’s normal bonus to AC.",Requires Attunement,rare,shield,yes,EGtW,3
bloodaxe,Bloodaxe,Weapon,greataxe,Very Rare,Required,False,EGtW,True,"You gain a +2 bonus to attack and damage rolls made with this magic axe. The axe deals an extra 1d6 necrotic damage to creatures that aren’t constructs or undead. If you reduce such a creature to 0 hit points with an attack using this axe, you gain 10 temporary hit points.",Requires Attunement,very rare,weapon,yes,EGtW,4
breathing_bubble,Breathing Bubble,Wondrous Item,,Common,,False,EGtW,True,"This translucent, bubble-like sphere has a slightly tacky outer surface, and you gain the item’s benefits only while wearing it over your head like a helmet.",,common,wondrous,no,EGtW,1
brooch_of_living_essence,Brooch of Living Essence,Wondrous Item,,Uncommon,Required,False,EGtW,True,"While wearing this nondescript brooch, spells and anything else that would detect or reveal your creature type treat you as humanoid, and those that would reveal your alignment treat it as neutral.",Requires Attunement,uncommon,wondrous,yes,EGtW,2
butcher_s_bib,Butcher’s Bib,Wondrous Item,,Rare,Required,False,EGtW,True,"This black leather apron is perpetually covered by blood, even after being washed off. You gain the following benefits while wearing the apron:",Requires Attunement,rare,wondrous,yes,EGtW,3
coin_of_delving,Coin of Delving,Wondrous Item,,Common,,False,EGtW,True,"This scintillating copper coin sheds dim light in a 5-foot radius. If dropped a distance greater than 5 feet, the coin issues a melodious ringing sound when it hits a surface. Any creature that can hear the chime can determine the distance the coin dropped based on the tone.",,common,wondrous,no,EGtW,1
corpse_slayer,Corpse Slayer,Weapon,any,Rare,Required,False,EGtW,True,You gain a +1 bonus to attack and damage rolls made with this magic weapon.,Requires Attunement,rare,weapon,yes,EGtW,3
dispelling_stone,Dispelling Stone,Wondrous Item,,Very Rare,,False,EGtW,True,"This smooth, rainbow-colored, egg-shaped stone can be thrown up to 30 feet and explodes in a 10-foot-radius sphere of magical energy on impact, destroying the stone. Any active spell of 5th level or lower in the sphere ends.",,very rare,wondrous,no,EGtW,4
duskcrusher,Duskcrusher,Weapon,warhammer,Very Rare,Required,False,EGtW,True,"This item takes the form of a leather-wrapped metal rod emblazoned with the symbol of Pelor, the Dawn Father. While grasping the rod, you can use a bonus action to cause a warhammer head of crackling radiance to spring into existence. The warhammer’s radiant head emits bright light in a 15-foot radi",Requires Attunement,very rare,weapon,yes,EGtW,4
dust_of_deliciousness,Dust of Deliciousness,Wondrous Item,,Uncommon,,False,EGtW,True,This reddish brown dust can be sprinkled over any edible substance to greatly improve the flavor. The dust also dulls the eater’s senses: anyone eating food treated with this dust has disadvantage on Wisdom ability checks and Wisdom saving throws for 1 hour. There is enough dust to flavor six servin,,uncommon,wondrous,no,EGtW,2
goggles_of_object_reading,Goggles of Object Reading,Wondrous Item,,Uncommon,Required,False,EGtW,True,"These leather-framed goggles feature purple crystal lenses. While wearing the goggles, you have advantage on Intelligence (Arcana) checks made to reveal information about a creature or object you can see.",Requires Attunement,uncommon,wondrous,yes,EGtW,2
hunter_s_coat,Hunter’s Coat,Armor,leather,Very Rare,Required,False,EGtW,True,You gain a +1 bonus to AC while wearing this armor.,Requires Attunement,very rare,armor,yes,EGtW,4
last_stand_armor,Last Stand Armor,Armor,any,Very Rare,,False,EGtW,True,"You have a +1 bonus to AC while wearing this armor, which shimmers softly.",,very rare,armor,no,EGtW,4
luxon_beacon,Luxon Beacon,Wondrous Item,,Legendary,,False,EGtW,True,"This dodecahedron of faintly glowing crystal is heavier than it appears. A set of handles are affixed to its sides, and it pulsates and thrums when touched.",,legendary,wondrous,no,EGtW,5
needle_of_mending,Needle of Mending,Weapon,dagger,Rare,Required,False,EGtW,True,"This weapon is a magic dagger disguised as a sewing needle. When you hold it and use a bonus action to speak its command word, it transforms into a dagger or back into a needle.",Requires Attunement,rare,weapon,yes,EGtW,3
nightfall_pearl,Nightfall Pearl,Wondrous Item,,Legendary,Required,False,EGtW,True,"Used to summon night, this 6-inch-diameter, jet-black orb is cold to the touch. You can spend 10 minutes to activate it, causing the area within 10 miles of it at the moment of activation to become night even if it is daytime. This night lasts for 24 hours, until you cancel it as an action, or until",Requires Attunement,legendary,wondrous,yes,EGtW,5
orb_of_the_veil,Orb of the Veil,Wondrous Item,,Very Rare,Required,False,EGtW,True,"This onyx sphere bears deep, spiraling grooves and dangles from an iron chain. While the orb is on your person, you gain the following benefits:",Requires Attunement,very rare,wondrous,yes,EGtW,4
potion_of_maximum_power,Potion of Maximum Power,Potion,,Rare,,True,EGtW,True,"The first time you cast a damage-dealing spell of 4th level or lower within 1 minute after drinking the potion, instead of rolling dice to determine the damage dealt, you can instead use the highest number possible for each die.",,rare,potion,no,EGtW,1
potion_of_possibility,Potion of Possibility,Potion,,Very Rare,,True,EGtW,True,"When you drink this clear potion, you gain two Fragments of Possibility, each of which looks like a Tiny, grayish bead of energy that follows you around, staying within 1 foot of you at all times. Each fragment lasts for 8 hours or until used.",,very rare,potion,no,EGtW,2
reincarnation_dust,Reincarnation Dust,Wondrous Item,,Very Rare,,False,EGtW,True,"When this small pouch of purple dust is sprinkled on a dead humanoid or a piece of a dead humanoid, the dust is absorbed by the remains. If willing, the dead creature returns to life with a new body as if the reincarnate spell had been cast on the remains.",,very rare,wondrous,no,EGtW,4
ring_of_obscuring,Ring of Obscuring,Ring,,Uncommon,Required,False,EGtW,True,"This band of iron resembles a skull and is cold to the touch. It has 3 charges and regains 1d3 expended charges daily at dawn. As an action while wearing the ring, you can expend 1 of its charges to cast the fog cloud spell from it, with the following changes: the cloud is centered on you when it fi",Requires Attunement,uncommon,ring,yes,EGtW,2
ring_of_temporal_salvation,Ring of Temporal Salvation,Ring,,Rare,Required,False,EGtW,True,"If you die while wearing this gray crystal ring, you vanish and reappear in an unoccupied space within 5 feet of the space you left (or the nearest unoccupied space). You have a number of hit points equal to 3d6 + your Constitution modifier. If your hit point maximum is lower than the number of hit ",Requires Attunement,rare,ring,yes,EGtW,3
rod_of_retribution,Rod of Retribution,Rod,,Uncommon,Required,False,EGtW,True,This adamantine rod is tipped with a glowing crystalline eye. The rod has 3 charges and regains all its expended charges daily at dawn.,Requires Attunement,uncommon,rod,yes,EGtW,2
spell_bottle,Spell Bottle,Wondrous Item,,Legendary,Required,False,EGtW,True,"This glass bottle can store one spell of up to 5th level at a time. When found, roll a d6 and subtract 1; the total determines the level of spell in the bottle (the DM chooses the spell, and 0 means the bottle is empty). A swirling blue vapor fills the bottle while it contains a spell.",Requires Attunement,legendary,wondrous,yes,EGtW,5
staff_of_dunamancy,Staff of Dunamancy,Staff,,Very Rare,Required,False,EGtW,True,"This staff of polished gray wood bears numerous runes carved along its length. The staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns into dust and is destroyed.",Requires Attunement,very rare,staff,yes,EGtW,4
staff_of_the_ivory_claw,Staff of the Ivory Claw,Staff,,Rare,Required,False,EGtW,True,"This gray-and-cerulean staff is topped with a small dragon claw carved from ivory. While holding the staff, you gain a +1 bonus to spell attack rolls. Whenever you score a critical hit with a spell attack, the target takes an extra 3d6 radiant damage.",Requires Attunement,rare,staff,yes,EGtW,3
vox_seeker,Vox Seeker,Wondrous Item,,Common,,False,EGtW,True,"This clockwork device resembles a metal crab the size of a dinner plate. Every action used to wind up the device allows it to operate for 1 minute, to a maximum of 10 minutes. While operational, the item uses the accompanying vox seeker stat block. This automaton is under the DM’s control. A vox see",,common,wondrous,no,EGtW,1
weapon_of_certain_death,Weapon of Certain Death,Weapon,any,Rare,,False,EGtW,True,"When you damage a creature with an attack using this magic weapon, the target can’t regain hit points until the start of your next turn.",,rare,weapon,no,EGtW,3
danoth_s_visor,Danoth’s Visor,Wondrous Item,,Legendary,Required,False,EGtW,True,These mithral-frame goggles with clear diamond lenses were used by the evoker Danoth Oro to spot invisible enemies and scout areas from afar.,Requires Attunement,legendary,wondrous,yes,EGtW,5
grimoire_infinitus,Grimoire Infinitus,Wondrous Item,,Legendary,Required,False,EGtW,True,"Several of these spellbooks with gilded pages and silver-plated covers were created during the Age of Arcanum, but only one has been found since the Calamity ended. The book has an infinite number of pages, is three inches thick, eight inches wide, twelve inches long, and weighs three pounds.",Requires Attunement,legendary,wondrous,yes,EGtW,5
hide_of_the_feral_guardian,Hide of the Feral Guardian,Armor,studded leather,Legendary,Required,False,EGtW,True,"It is believed that this polished and beautifully detailed leather armor was a gift from Melora, bestowed on a long-forgotten archdruid and champion of the natural world before the terrors of the Calamity.",Requires Attunement,legendary,armor,yes,EGtW,5
infiltrator_s_key,Infiltrator’s Key,Wondrous Item,,Legendary,Required,False,EGtW,True,This mithral skeleton key was forged using the blood of twelve master thieves executed for trying to steal magic items during the Age of Arcanum.,Requires Attunement,legendary,wondrous,yes,EGtW,5
stormgirdle,Stormgirdle,Wondrous Item,,Legendary,Required,False,EGtW,True,A stormgirdle is a wide belt made of thick leather branded with the symbol of Kord. The girdle’s clasps are made from dragon ivory.,Requires Attunement,legendary,wondrous,yes,EGtW,5
verminshroud,Verminshroud,Wondrous Item,,Legendary,Required,False,EGtW,True,This patchy cloak was pieced together from the pelts of rats found feasting on the dead in Blightshore and is dotted with the bloated corpses of magically preserved insects along its seams.,Requires Attunement,legendary,wondrous,yes,EGtW,5
wreath_of_the_prism,Wreath of the Prism,Wondrous Item,,Legendary,Required,False,EGtW,True,This loop of golden thorns is inset with dozens of gems representing the five colors of Tiamat.,Requires Attunement,legendary,wondrous,yes,EGtW,5
blade_of_broken_mirrors,Blade of Broken Mirrors,Weapon,dagger,Artifact,Required,False,EGtW,True,"A weapon of Tharizdun, this dagger is a piece of jagged stone whose blade is scribed with a maze-like pattern with no beginning or end.",Requires Attunement,artifact,weapon,yes,EGtW,5
grovelthrash,Grovelthrash,Weapon,warhammer,Artifact,Required,False,EGtW,True,"Crafted from a single piece of obsidian, this warhammer of Torog hums with magical energy and is carved with the images of faces screaming in pain.",Requires Attunement,artifact,weapon,yes,EGtW,5
lash_of_shadows,Lash of Shadows,Weapon,whip,Artifact,Required,False,EGtW,True,This snakeskin whip is touched by the power of Zehir and ends in five animated serpent heads.,Requires Attunement,artifact,weapon,yes,EGtW,5
mace_of_the_black_crown,Mace of the Black Crown,Weapon,mace,Artifact,Required,False,EGtW,True,"This mace has a haft of black iron and a ruby head with a fiendish countenance. Carrying the boon of Asmodeus, it is fit for the most powerful servants of the Nine Hells.",Requires Attunement,artifact,weapon,yes,EGtW,5
